filename	onset	offset	event_label
train_1.wav	3.5969375	4.2969375	class_35
train_2.wav	5.245375	8.925375	class_12
train_3.wav	8.7966875	9.5766875	class_29
train_4.wav	2.1824375	4.9824375	class_40
train_5.wav	6.861125	8.781125	class_25
train_6.wav	2.834	7.394	class_24
train_7.wav	0.0056875	9.9994375	class_1
train_8.wav	0.0233125	9.9233125	class_17
train_9.wav	3.324	3.924	class_9
train_10.wav	0.72925	5.52925	class_0
train_11.wav	1.5545625	3.1545625	class_25
train_12.wav	2.676875	3.516875	class_29
train_13.wav	0.004625	9.998375	class_22
train_14.wav	0.8866875	9.3066875	class_7
train_15.wav	3.07725	6.07725	class_10
train_16.wav	1.3236875	9.2836875	class_30
train_17.wav	0.0005625	9.9943125	class_25
train_18.wav	0.0015625	9.9953125	class_8
train_19.wav	6.9045	8.0845	class_38
train_20.wav	3.212875	4.712875	class_36
train_21.wav	6.8813125	9.3813125	class_4
train_22.wav	0.6404375	1.6404375	class_36
train_23.wav	2.0005	3.0205	class_29
train_24.wav	0.5888125	7.6088125	class_26
train_25.wav	0.0055	9.99925	class_36
train_26.wav	0.00325	9.997	class_26
train_27.wav	0.0025	9.99625	class_36
train_28.wav	4.4173125	5.0173125	class_35
train_29.wav	6.7569375	7.1369375	class_3
train_30.wav	0.0043125	9.9980625	class_28
train_31.wav	0.959625	8.359625	class_4
train_32.wav	2.26775	2.84775	class_20
train_33.wav	0.0043125	9.9980625	class_30
train_34.wav	1.278875	7.418875	class_36
train_35.wav	0.148625	1.668625	class_38
train_36.wav	1.7288125	5.5688125	class_40
train_37.wav	1.911625	8.311625	class_38
train_38.wav	1.1848125	1.8848125	class_23
train_39.wav	0.00475	9.9985	class_0
train_40.wav	2.160375	4.660375	class_34
train_41.wav	7.0290625	8.3890625	class_20
train_42.wav	2.855	3.855	class_11
train_43.wav	2.3659375	8.3259375	class_39
train_44.wav	6.3038125	8.7238125	class_20
train_45.wav	5.817125	7.257125	class_17
train_46.wav	0.0020625	9.9958125	class_38
train_47.wav	5.2888125	7.0088125	class_36
train_48.wav	4.6005	7.6405	class_19
train_49.wav	6.7865625	7.2665625	class_3
train_50.wav	0.4479375	7.3679375	class_9
train_51.wav	4.0640625	8.7240625	class_26
train_52.wav	0.500375	8.280375	class_36
train_53.wav	1.23725	7.13725	class_39
train_54.wav	0.00225	9.996	class_5
train_55.wav	1.2965625	4.5765625	class_34
train_56.wav	7.21375	7.81375	class_27
train_57.wav	0.004625	9.998375	class_17
train_58.wav	0.0004375	9.9941875	class_1
train_59.wav	0.0025625	9.9963125	class_40
train_60.wav	7.90825	9.86825	class_23
train_61.wav	1.7824375	9.5824375	class_15
train_62.wav	9.0615625	9.3815625	class_11
train_63.wav	0.5835625	9.6235625	class_9
train_64.wav	3.6819375	5.5819375	class_25
train_65.wav	3.9521875	4.4521875	class_31
train_66.wav	0.00575	9.9995	class_2
train_67.wav	5.4209375	7.0009375	class_15
train_68.wav	0.7916875	3.9716875	class_30
train_69.wav	2.2411875	9.0411875	class_18
train_70.wav	0.022625	1.522625	class_36
train_71.wav	0.6588125	1.4588125	class_25
train_72.wav	5.1285	7.9285	class_21
train_73.wav	0.004625	9.998375	class_18
train_74.wav	0.00575	9.9995	class_30
train_75.wav	4.288375	9.488375	class_17
train_76.wav	0.002375	9.996125	class_17
train_77.wav	8.286375	8.906375	class_28
train_78.wav	0.3020625	9.7420625	class_37
train_79.wav	0.9969375	4.7369375	class_36
train_80.wav	8.2241875	8.5641875	class_3
train_81.wav	0.572625	9.372625	class_20
train_82.wav	2.8019375	8.0819375	class_40
train_83.wav	2.8075	4.9075	class_29
train_84.wav	2.2130625	2.6130625	class_5
train_85.wav	2.14425	3.50425	class_15
train_86.wav	0.0055	9.99925	class_24
train_87.wav	1.532	9.152	class_30
train_88.wav	0.8330625	7.4330625	class_37
train_89.wav	5.110875	8.250875	class_0
train_90.wav	1.7016875	4.1016875	class_28
train_91.wav	8.625	9.085	class_3
train_92.wav	2.055875	2.455875	class_11
train_93.wav	0.0020625	9.9958125	class_2
train_94.wav	0.0045625	9.9983125	class_1
train_95.wav	1.7699375	9.9699375	class_20
train_96.wav	6.3605	8.1205	class_22
train_97.wav	2.311	9.271	class_38
train_98.wav	1.4291875	1.8291875	class_3
train_99.wav	2.195875	8.435875	class_6
train_100.wav	0.782125	2.382125	class_40
train_101.wav	0.247125	6.927125	class_40
train_102.wav	5.0233125	5.3433125	class_15
train_103.wav	0.18775	9.74775	class_9
train_104.wav	2.8759375	3.6559375	class_32
train_105.wav	2.98825	4.16825	class_3
train_106.wav	2.38025	3.58025	class_3
train_107.wav	2.7360625	7.7160625	class_29
train_108.wav	2.7554375	4.9154375	class_32
train_109.wav	0.0024375	9.9961875	class_2
train_110.wav	0.3761875	8.3761875	class_3
train_111.wav	1.02675	7.62675	class_38
train_112.wav	3.0828125	3.8428125	class_34
train_113.wav	6.7554375	7.5154375	class_30
train_114.wav	0.002125	9.995875	class_39
train_115.wav	2.336125	3.456125	class_0
train_116.wav	0.5530625	9.3530625	class_38
train_117.wav	0.0060625	9.9998125	class_36
train_118.wav	1.3003125	9.5003125	class_34
train_119.wav	3.8765625	6.1965625	class_34
train_120.wav	6.1065	9.6265	class_34
train_121.wav	3.2924375	8.6924375	class_28
train_122.wav	3.446875	3.946875	class_3
train_123.wav	0.72925	9.50925	class_28
train_124.wav	6.1115625	7.3115625	class_33
train_125.wav	6.8360625	8.6360625	class_8
train_126.wav	6.444875	7.944875	class_32
train_127.wav	5.6901875	7.1501875	class_33
train_128.wav	4.2870625	4.9670625	class_36
train_129.wav	0.4456875	9.9456875	class_8
train_130.wav	6.888	7.888	class_37
train_131.wav	2.53825	3.29825	class_35
train_132.wav	4.8125625	5.9725625	class_17
train_133.wav	0.4039375	8.7239375	class_24
train_134.wav	0.0053125	9.9990625	class_1
train_135.wav	0.646375	2.806375	class_12
train_136.wav	2.22775	9.22775	class_35
train_137.wav	0.2383125	8.0383125	class_26
train_138.wav	6.73925	7.23925	class_3
train_139.wav	0.0040625	9.9978125	class_9
train_140.wav	0.004875	9.998625	class_31
train_141.wav	2.099625	2.779625	class_29
train_142.wav	1.123375	9.923375	class_17
train_143.wav	6.291125	6.771125	class_34
train_144.wav	0.38425	9.18425	class_18
train_145.wav	0.001375	9.995125	class_38
train_146.wav	1.6526875	2.8526875	class_33
train_147.wav	0.5080625	8.3280625	class_26
train_148.wav	0.34575	3.56575	class_22
train_149.wav	7.413625	9.233625	class_33
train_150.wav	0.351375	4.731375	class_35
train_151.wav	1.239625	4.499625	class_36
train_152.wav	0.3274375	4.5074375	class_0
train_153.wav	0.0005625	9.9943125	class_13
train_154.wav	4.8321875	9.6721875	class_6
train_155.wav	0.1066875	6.1466875	class_17
train_156.wav	5.754375	7.154375	class_34
train_157.wav	1.56225	9.64225	class_37
train_158.wav	0.464625	1.104625	class_38
train_159.wav	1.4925	8.3525	class_36
train_160.wav	4.3875625	9.3075625	class_38
train_161.wav	3.567875	4.987875	class_3
train_162.wav	3.39175	8.75175	class_37
train_163.wav	3.567375	9.507375	class_21
train_164.wav	5.8026875	5.8026875	class_36
train_165.wav	2.6940625	6.8540625	class_4
train_166.wav	2.3715625	5.7115625	class_17
train_167.wav	0.0019375	9.9956875	class_2
train_168.wav	6.118	6.858	class_35
train_169.wav	4.2728125	8.4728125	class_0
train_170.wav	2.36325	9.24325	class_13
train_171.wav	1.47175	4.47175	class_4
train_172.wav	0.4494375	9.3094375	class_18
train_173.wav	5.06	6.3	class_34
train_174.wav	2.905375	7.845375	class_40
train_175.wav	9.1338125	9.5938125	class_25
train_176.wav	0.00575	9.9995	class_17
train_177.wav	3.8806875	7.8606875	class_37
train_178.wav	0.24425	9.86425	class_18
train_179.wav	0.62025	0.96025	class_4
train_180.wav	0.2728125	6.0328125	class_6
train_181.wav	0.004625	9.998375	class_15
train_182.wav	0.6643125	8.9643125	class_1
train_183.wav	0.0041875	9.9979375	class_14
train_184.wav	0.0034375	9.9971875	class_0
train_185.wav	3.1155	7.7155	class_10
train_186.wav	0.934125	1.254125	class_31
train_187.wav	0.5835625	2.5035625	class_4
train_188.wav	2.231375	5.371375	class_23
train_189.wav	0.001875	9.995625	class_2
train_190.wav	0.0014375	9.9951875	class_18
train_191.wav	0.0045625	9.9983125	class_7
train_192.wav	2.6681875	7.1681875	class_1
train_193.wav	3.732	4.812	class_12
train_194.wav	4.8804375	6.4004375	class_13
train_195.wav	5.2834375	9.4434375	class_1
train_196.wav	0.993125	9.793125	class_2
train_197.wav	0.004	9.99775	class_2
train_198.wav	0.00325	9.997	class_24
train_199.wav	1.7700625	8.8300625	class_9
train_200.wav	2.7298125	8.3298125	class_12
train_201.wav	6.678375	9.958375	class_26
train_202.wav	3.018625	4.618625	class_25
train_203.wav	1.813625	2.493625	class_23
train_204.wav	0.251	7.871	class_29
train_205.wav	2.499875	3.299875	class_29
train_206.wav	1.837625	9.777625	class_9
train_207.wav	0.4681875	0.8681875	class_35
train_208.wav	3.6401875	9.4401875	class_18
train_209.wav	7.2708125	9.9108125	class_26
train_210.wav	2.0581875	7.4581875	class_10
train_211.wav	1.4109375	4.1309375	class_15
train_212.wav	2.0925	2.4925	class_11
train_213.wav	0.7240625	1.1840625	class_32
train_214.wav	3.9238125	8.5838125	class_12
train_215.wav	2.6318125	5.0118125	class_18
train_216.wav	0.0028125	9.9965625	class_28
train_217.wav	3.869875	9.629875	class_18
train_218.wav	1.890125	2.350125	class_36
train_219.wav	3.4373125	5.1773125	class_21
train_220.wav	4.2125	6.4125	class_17
train_221.wav	7.4025	9.4025	class_4
train_222.wav	1.2036875	1.7636875	class_25
train_223.wav	4.8554375	5.9754375	class_10
train_224.wav	0.0053125	9.3453125	class_30
train_225.wav	4.4225625	9.5625625	class_5
train_226.wav	5.2960625	9.5760625	class_26
train_227.wav	6.984875	8.584875	class_37
train_228.wav	3.2881875	5.5281875	class_40
train_229.wav	1.0458125	9.0458125	class_14
train_230.wav	0.8640625	6.6640625	class_18
train_231.wav	7.033	8.953	class_33
train_232.wav	0.0024375	9.9961875	class_40
train_233.wav	0.0051875	9.9989375	class_2
train_234.wav	0.66075	1.24075	class_37
train_235.wav	0.1030625	9.0630625	class_39
train_236.wav	0.9944375	8.9744375	class_1
train_237.wav	0.0025625	9.9963125	class_17
train_238.wav	0.2653125	2.4053125	class_3
train_239.wav	0.001625	9.995375	class_18
train_240.wav	1.491125	9.051125	class_23
train_241.wav	0.0033125	9.9970625	class_40
train_242.wav	6.353625	9.153625	class_20
train_243.wav	1.44025	2.04025	class_15
train_244.wav	0.0009375	9.9946875	class_2
train_245.wav	5.183875	8.983875	class_30
train_246.wav	7.8790625	8.3190625	class_16
train_247.wav	0.00575	9.9995	class_3
train_248.wav	0.00425	9.998	class_18
train_249.wav	0.5929375	3.6129375	class_17
train_250.wav	0.786125	6.786125	class_6
train_251.wav	2.0221875	2.8221875	class_10
train_252.wav	6.97275	9.63275	class_0
train_253.wav	1.123375	9.323375	class_28
train_254.wav	4.682375	5.482375	class_11
